               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  22,            0.054581,             0.01116,                   0,             0.88389,             0.82075,             0.86719,             0.33997,            0.042142,            0.010822,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.050359,            0.011061,                   0,              0.8826,             0.78571,             0.84745,             0.34301,            0.042675,            0.010798,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.054613,            0.011146,                   0,             0.86861,             0.77514,             0.80544,             0.32514,            0.042642,            0.010675,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.054317,            0.010573,                   0,             0.90562,             0.84232,             0.88523,              0.3701,            0.039157,            0.010454,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.052485,            0.009879,                   0,             0.85213,              0.8077,             0.81403,             0.30259,            0.041435,            0.010244,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.050679,            0.010239,                   0,             0.81921,             0.80609,             0.83991,             0.34412,            0.038505,            0.010862,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.049043,             0.01105,                   0,             0.88963,             0.85823,              0.8867,             0.38947,            0.038289,            0.010212,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.048592,            0.010137,                   0,             0.88642,             0.82345,             0.85421,             0.36176,            0.040874,              0.0101,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.051809,            0.010075,                   0,             0.89401,              0.8504,             0.88646,             0.36489,            0.036794,            0.010059,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.052048,           0.0097458,                   0,             0.91028,             0.83019,             0.86884,             0.35652,            0.038149,             0.01014,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.051233,           0.0095819,                   0,             0.91791,             0.84389,             0.87796,             0.38183,            0.036275,            0.010106,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.049778,            0.010263,                   0,             0.89809,               0.867,             0.88974,             0.36566,            0.036877,             0.01026,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.047728,            0.010723,                   0,             0.90882,             0.87313,             0.90684,             0.38503,             0.03587,           0.0099438,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.048585,           0.0090527,                   0,             0.91929,             0.87601,             0.91551,             0.38817,            0.036781,           0.0099416,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.044061,           0.0096005,                   0,             0.92589,             0.85876,             0.91954,             0.39746,            0.036445,           0.0099214,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.043604,           0.0095605,                   0,             0.91606,             0.86772,             0.92021,             0.40067,            0.035339,           0.0098136,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.045895,           0.0097747,                   0,             0.90851,             0.88544,             0.91136,             0.39278,            0.035596,           0.0096862,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.046146,            0.009312,                   0,             0.89936,             0.86119,             0.87942,             0.38286,            0.035098,           0.0096779,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.043738,           0.0089147,                   0,             0.91144,             0.88769,              0.9289,             0.40192,            0.034529,           0.0094821,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.042943,           0.0093255,                   0,             0.91569,             0.89218,             0.91795,             0.41452,            0.035105,           0.0094119,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.042592,           0.0089702,                   0,             0.90873,             0.87062,             0.90382,             0.40847,            0.033497,           0.0095475,                   0,            0.005941,            0.005941,            0.005941
                  43,             0.04435,           0.0098363,                   0,             0.87754,             0.87736,             0.88549,              0.3991,            0.033381,           0.0094503,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.043199,           0.0092933,                   0,             0.91591,             0.88814,             0.91719,             0.42515,             0.03206,           0.0093622,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.043531,           0.0096496,                   0,             0.91916,             0.88679,             0.93341,             0.41521,            0.031733,           0.0092325,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.040703,           0.0095513,                   0,             0.91738,             0.89353,             0.92017,             0.42824,              0.0318,           0.0092622,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.042207,           0.0094265,                   0,             0.89621,             0.89218,             0.91409,              0.4046,            0.033282,            0.009291,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.042016,           0.0091565,                   0,              0.9173,             0.89687,             0.92701,              0.4363,            0.031435,            0.009161,                   0,            0.005347,            0.005347,            0.005347
                  49,             0.04119,           0.0090413,                   0,             0.90395,             0.90701,             0.92933,             0.43192,            0.031027,            0.009206,                   0,            0.005248,            0.005248,            0.005248
                  50,             0.04225,           0.0091054,                   0,             0.90138,             0.87062,             0.90251,             0.41247,            0.031376,           0.0093978,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.039702,           0.0090209,                   0,             0.91777,              0.9025,             0.91894,             0.43944,             0.03079,           0.0091059,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.040602,           0.0090523,                   0,             0.90982,             0.89743,             0.92421,             0.42787,            0.029608,           0.0089537,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.041631,           0.0089756,                   0,             0.91803,              0.9097,             0.93432,             0.43635,            0.030846,           0.0089868,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.041791,           0.0082204,                   0,             0.91361,             0.89794,             0.92803,             0.43379,            0.032095,           0.0090287,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.041061,           0.0089865,                   0,              0.9039,             0.89353,             0.91094,             0.43298,            0.031643,           0.0090383,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.040879,           0.0091702,                   0,             0.91632,             0.92968,             0.94299,             0.45052,            0.030822,           0.0089749,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.037945,           0.0089093,                   0,             0.90435,             0.94291,             0.95122,             0.44796,            0.031449,            0.009068,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.039185,           0.0089271,                   0,             0.91977,             0.89611,             0.92515,             0.44883,            0.030742,           0.0088979,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.039022,           0.0083758,                   0,              0.9308,              0.9064,             0.92838,             0.45775,            0.030389,           0.0089884,                   0,            0.004258,            0.004258,            0.004258
                  60,             0.04057,           0.0089748,                   0,             0.92234,             0.91105,             0.93808,             0.46128,            0.030774,           0.0088972,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.039833,           0.0081237,                   0,              0.8859,             0.92857,             0.93379,               0.455,             0.03073,           0.0088619,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.038429,           0.0091352,                   0,             0.91491,             0.90431,             0.93511,             0.45975,            0.029399,            0.008883,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.039889,           0.0081892,                   0,             0.92084,             0.90931,             0.94458,             0.45948,            0.029136,           0.0088713,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.038909,           0.0091771,                   0,             0.92576,             0.90755,             0.94747,             0.45972,             0.02977,           0.0088773,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.039723,           0.0095937,                   0,             0.90857,             0.92406,              0.9378,             0.45849,            0.028412,           0.0088062,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.038011,           0.0094034,                   0,             0.92018,             0.93215,             0.95236,             0.46711,            0.028655,           0.0089085,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.037679,            0.008552,                   0,             0.92783,             0.91827,             0.94701,              0.4674,            0.028724,           0.0087816,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.036987,           0.0084122,                   0,             0.92557,             0.90504,             0.93666,             0.46537,            0.029784,           0.0088175,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.038716,           0.0089032,                   0,             0.93354,             0.90836,             0.94965,             0.47644,            0.028171,           0.0087922,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.036556,           0.0085938,                   0,             0.92314,             0.91779,             0.94762,              0.4705,            0.028517,           0.0087768,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.039086,           0.0087533,                   0,             0.93133,             0.91779,             0.95156,             0.47604,            0.027739,           0.0087523,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.038175,           0.0093184,                   0,             0.92772,             0.92318,             0.95306,             0.47705,            0.028552,           0.0089125,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.036307,           0.0082965,                   0,             0.93542,             0.91747,             0.95213,             0.48424,            0.028164,           0.0087065,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.035745,           0.0084103,                   0,             0.93396,             0.91914,             0.95272,             0.48333,            0.028025,           0.0085875,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.036718,           0.0091758,                   0,             0.92081,             0.92318,             0.94859,             0.47802,             0.02767,           0.0085779,                   0,            0.002674,            0.002674,            0.002674
                  76,             0.03395,           0.0081767,                   0,             0.92171,              0.9124,             0.94346,             0.47161,            0.028169,           0.0085639,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.034024,           0.0085674,                   0,             0.93193,             0.92251,             0.94744,             0.47242,            0.027707,           0.0085964,                   0,            0.002476,            0.002476,            0.002476
                  78,             0.03622,           0.0085257,                   0,             0.92997,             0.91272,             0.95063,              0.4794,            0.027499,           0.0085732,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.035286,            0.008723,                   0,              0.9112,             0.92657,             0.95104,             0.48425,            0.028164,           0.0085254,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.034475,           0.0091201,                   0,              0.9206,             0.92453,             0.95691,             0.48403,            0.027178,           0.0085145,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.036054,           0.0084091,                   0,             0.93052,             0.91375,             0.95037,             0.48617,            0.027041,           0.0085029,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.034769,           0.0087368,                   0,             0.93107,             0.92839,             0.95654,             0.48708,            0.027482,           0.0085173,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.036213,           0.0085663,                   0,             0.93208,             0.92318,             0.95415,             0.49458,            0.026826,           0.0084773,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.033981,           0.0083533,                   0,             0.93423,             0.92318,             0.95437,             0.49343,            0.027303,           0.0084395,                   0,            0.001783,            0.001783,            0.001783
                  85,             0.03363,           0.0085535,                   0,             0.93766,             0.91644,             0.95615,             0.49939,             0.02647,           0.0084314,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.034328,           0.0081593,                   0,             0.94332,             0.91105,             0.95488,             0.50031,            0.026449,           0.0084851,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.033039,           0.0090075,                   0,             0.93915,             0.91517,             0.95404,             0.49923,            0.025741,           0.0084515,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.034064,           0.0085749,                   0,             0.93728,             0.92644,             0.96002,             0.50492,            0.026184,           0.0084377,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.034837,           0.0085889,                   0,             0.93325,             0.92318,             0.95924,             0.50447,            0.025786,           0.0084094,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.033752,           0.0080716,                   0,             0.93297,             0.92722,             0.96121,             0.50815,             0.02605,           0.0083626,                   0,            0.001189,            0.001189,            0.001189
                  91,             0.03426,           0.0086837,                   0,             0.94243,             0.92318,             0.95796,              0.5077,            0.025919,           0.0083391,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.032994,           0.0079071,                   0,              0.9391,             0.92722,             0.96381,             0.50972,            0.025745,           0.0083394,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.034858,            0.008526,                   0,             0.93863,             0.92588,             0.96422,             0.50697,            0.025472,           0.0083528,                   0,            0.000892,            0.000892,            0.000892
                  94,             0.03303,           0.0079697,                   0,             0.91336,             0.95185,             0.96501,             0.50023,            0.026355,             0.00836,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.032479,           0.0079826,                   0,             0.91124,             0.95473,             0.96437,             0.50915,            0.025216,           0.0083589,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.032184,           0.0088263,                   0,             0.93685,             0.92453,             0.96125,             0.51183,            0.025146,           0.0083619,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.033084,           0.0085907,                   0,             0.93384,             0.92857,             0.96217,             0.51354,            0.025346,           0.0083526,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.031571,           0.0081971,                   0,             0.92875,             0.93107,              0.9609,             0.51744,            0.025133,           0.0083252,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.030959,           0.0082533,                   0,             0.90503,             0.96092,             0.96459,             0.51838,            0.024743,           0.0083125,                   0,            0.000298,            0.000298,            0.000298
